grp1,grp1_size,grp2,grp2_size,p-value
usa_50's,21,australia_2000's,66,0.0004444389647759728
france_80's,11,china,20,0.033842773756688205
japan,18,finland_90's,21,0.0069390028520819325
50's,22,belgium,16,0.039673627088787966
netherlands_2000's,19,italy,27,0.0005442599418238325
70's,51,denmark,14,0.0006474453686758919
usa_60's,16,denmark,14,0.03431521253477143
usa_50's,21,netherlands_80's,43,0.0002162196689934337
usa_50's,21,canada_70's,21,0.041088503979639056
finland,42,australia_80's,35,1.729786314186299e-10
france_90's,57,malaysia_90's,56,9.062961492389832e-11
50's,22,finland_90's,21,0.03406038913269316
malaysia_90's,57,spain,63,9.580346183035715e-09
usa_70's,28,switzerland,16,0.00013040895890625848
usa_50's,21,france_80's,18,0.018909346802276406
china_2000's,11,switzerland,16,0.00034698852843972894
france_80's,11,usa_60's,26,0.0016776668612039636
50's,22,italy,27,0.006756676347997925
china_2000's,11,spain_2000's,24,0.03318961023273026
switzerland_2000's,32,austria,27,1.4383579216570297e-08
new zealand,23,france_2000's,34,0.0019034267774498126
usa_70's,28,denmark,14,0.0005048509335743301
new zealand_2000's,17,netherlands_80's,43,2.257894605728339e-07
brazil_2000's,16,canada_70's,21,5.60121638071287e-07
netherlands_2000's,19,australia_2000's,66,4.932577450711406e-06
finland_2000's,28,austria,27,3.867226205933605e-09
new zealand_2000's,17,france_2000's,34,0.010835302462016139
france_80's,11,denmark,14,0.0008345672365051016
france_80's,11,spain_2000's,24,0.03318961023273026
austria,77,netherlands_2000's,77,5.547893852205735e-20
spain_80's,18,60's,32,0.00744228768098365
netherlands_2000's,19,france_2000's,34,0.004810247677349722
brazil_2000's,16,denmark,14,4.671898656816165e-05
usa_50's,21,finland_90's,21,0.041088503979639056
switzerland_90's,30,austria,27,0.00010233127165382161
netherlands_90's,16,netherlands_80's,43,5.431596962202079e-07
france_80's,11,france_80's,18,0.03327277945758178
malaysia_2000's,39,united kingdom_90's,114,3.514055713083053e-11
50's,22,france_2000's,34,0.0008301808753843343
70's,51,switzerland,16,0.00010035113643203086
brazil_2000's,16,finland_90's,21,5.60121638071287e-07
canada_80's,96,netherlands_90's,94,2.97596204124506e-18
usa_50's,21,60's,32,0.0006562304658788154
spain_90's,86,austria,27,1.5190760394023783e-07
austria_2000's,50,united kingdom_90's,114,2.930988785010413e-14
switzerland_2000's,32,united kingdom_90's,114,4.99711383383783e-13
switzerland_90's,30,united kingdom_90's,114,9.044063498109267e-09
portugal_2000's,109,france_90's,29,1.6520285139876023e-10
france_90's,57,portugal_90's,122,1.4140066895151904e-10
50's,22,canada_70's,21,0.03406038913269316
china_2000's,11,malaysia_2000's,16,0.011897779511186646
france_2000's,163,germany,167,5.14682862316364e-33
portugal_90's,97,netherlands_90's,94,2.378403474168067e-09
malaysia_2000's,39,united kingdom_2000's,95,3.084199562408685e-13
brazil_2000's,16,switzerland,16,1.6503616097008254e-05
france_80's,11,canada_70's,21,0.02540369083448324
malaysia_90's,57,malaysia_90's,56,2.0474733020137137e-11
france_80's,11,italy,27,0.02660206689365341
portugal_2000's,109,austria,27,1.5259449259730218e-10
france_80's,11,japan,15,0.017509086014268704
austria,77,portugal_2000's,81,1.3284938704671845e-09
finland,42,united kingdom_90's,114,1.3060574843848372e-10
belgium,20,60's,32,0.0025006551950029765
austria,77,50's,81,3.9021341713407764e-11
malaysia_90's,57,united kingdom_90's,114,1.176836406102666e-14
italy,30,belgium,16,0.017484973621655464
portugal_2000's,109,finland,31,8.253620009668339e-12
austria,77,portugal_90's,122,7.162238745286756e-18
belgium_2000's,12,netherlands_80's,43,0.016960269402770733
spain_90's,86,australia_80's,35,3.585687302631868e-11
netherlands,39,united kingdom_90's,114,7.364675536081222e-11
brazil,27,united kingdom_2000's,95,2.2168933355715126e-12
finland_2000's,28,united kingdom_2000's,95,9.003022993780974e-09
50's,22,australia_2000's,66,0.0009571242762771437
switzerland_2000's,32,france_90's,29,1.5717344725718618e-07
new zealand_2000's,17,australia_2000's,66,1.856934228916529e-05
japan,18,spain_2000's,24,0.0040590005814523655
brazil_2000's,16,netherlands_80's,43,2.933109310987447e-11
china_2000's,11,italy,27,0.013581275908354562
austria,77,france,82,1.6942003355779889e-12
belgium,20,australia_2000's,66,0.00418210045422529
switzerland,64,portugal_90's,122,8.881784197001252e-16
china_2000's,11,china,20,0.033842773756688205
50's,22,france_80's,18,0.026664998686746655
new zealand,23,united kingdom_2000's,95,1.2196658794039195e-08
spain_90's,86,germany_80's,34,5.185885054714845e-11
netherlands_90's,16,60's,32,3.387585994729658e-05
portugal_2000's,109,australia_80's,35,1.2989609388114332e-14
france_80's,11,60's,32,0.000718671570670959
usa_50's,21,belgium,16,0.02899535799347741
spain_90's,86,spain_90's,31,1.9063839507005298e-08
france_90's,57,spain,63,1.1495076557288542e-07
netherlands,39,australia_80's,35,1.5926737706450922e-10
spain_90's,86,france_90's,29,9.796091591240952e-07
malaysia_90's,57,usa_50's,58,2.8638397209235222e-08
belgium,20,netherlands_80's,43,0.0001544841387856044
france_80's,11,netherlands_80's,43,0.00011450448553429471
malaysia_2000's,39,germany_80's,34,2.772253537841607e-10
switzerland_2000's,32,australia_2000's,66,8.979261778563341e-12
usa_50's,21,france_2000's,34,0.00045463202105211487
70's,51,france_90's,29,4.3246482839265354e-07
austria_2000's,50,portugal_90's,122,2.418287792238516e-12
new zealand_2000's,17,united kingdom_2000's,95,1.6225965647764795e-06
spain_80's,18,usa_60's,26,0.016874641316894645
portugal,221,netherlands,223,8.881784197001252e-16
finland,42,germany_80's,34,2.5146373872075856e-10
japan,18,france_2000's,34,0.006363536146980597
china_2000's,11,japan,15,0.005614173146815449
china,18,france_2000's,34,0.006363536146980597
japan,18,switzerland,16,0.048168631517294336
netherlands,39,united kingdom_2000's,95,8.221201497349284e-13
usa_50's,21,china,20,0.010566744339629563
switzerland_90's,30,australia_2000's,66,1.5223456362178922e-07
60's,18,denmark,14,0.0326628663596894
china,18,spain_2000's,24,0.0040590005814523655
france_80's,11,belgium,16,0.049018802498409286
china,18,united kingdom_2000's,95,1.1881443970906957e-06
netherlands_90's,16,spain_2000's,24,0.007513868297194803
brazil_2000's,16,italy,27,4.170717993190465e-09
brazil_2000's,16,belgium,16,1.6503616097008254e-06
70's,51,austria,27,4.083902596097033e-07
finland_2000's,28,australia_2000's,66,2.2263002262823406e-06
brazil_2000's,16,australia_2000's,66,3.966049710868447e-12
finland_2000's,28,finland,31,1.2046095121398537e-08
usa_50's,21,italy,27,0.004499624666058355
netherlands,39,germany_80's,34,2.772253537841607e-10
italy,30,switzerland,16,1.9404031631808927e-05
usa_50's,21,usa_60's,26,0.0037134952855303327
netherlands_2000's,19,netherlands_80's,43,4.6410622789316847e-08
france_80's,11,switzerland,16,0.00034698852843972894
germany_90's,267,united kingdom,264,6.661338147750939e-16
japan,18,italy,27,0.0009274666218460625
belgium_2000's,12,iran,25,0.00466919373547614
50's,22,china,20,0.019569044345601583
brazil_2000's,16,spain_2000's,24,4.660814711288097e-06
50's,22,usa_60's,26,0.006489512505551076
france_90's,57,usa_50's,58,9.458765792835777e-08
finland,42,united kingdom_2000's,95,1.456945675215593e-12
new zealand_2000's,17,60's,32,1.5220617383571167e-05
brazil_2000's,16,france_2000's,34,5.95082205734343e-10
china_2000's,11,60's,32,0.000718671570670959
china_2000's,11,france_80's,18,0.004519602546904755
china_2000's,11,canada_70's,21,0.02540369083448324
switzerland_2000's,32,united kingdom_2000's,95,4.451994328746878e-14
spain_80's,18,netherlands_80's,43,0.001375210977590302
austria,77,malaysia,86,1.0496013363626376e-18
france_80's,11,malaysia_2000's,16,0.011897779511186646
japan,18,netherlands_80's,43,1.0602546463012175e-07
